Ion,A,Q_low,m_ion_in_u,Z,LEIR_gamma_inj,LEIR_gamma_extr,PS_gamma_inj,PS_gamma_extr,SPS_gamma_inj,SPS_gamma_extr,LEIR_Ekin_per_u_inj,LEIR_Ekin_per_u_extr,PS_Ekin_per_u_inj,PS_Ekin_per_u_extr,SPS_Ekin_per_u_inj,SPS_Ekin_per_u_extr,p_LEIR_extr_proton_equiv,p_PS_inj_proton_equiv,p_PS_extr_proton_equiv,p_SPS_inj_proton_equiv,p_SPS_extr_proton_equiv,LEIR_Brho,PS_Brho_inj,PS_Brho_extr,SPS_Brho_inj,SPS_Brho_extr,PS_B_field_is_too_low
54Pb208,208.0,54.0,207.9766525,82.0,1.004509724466435,1.077455873894068,1.077455873894068,7.312048836309881,7.312048836309881,190.4748578542863,0.004200000000000001,0.07213626304142204,0.0721362630414219,5.878542094936228,5.878976290172649,176.4749015409069,1.4390037984,1.4390037983999995,25.984123725460293,17.112759984797762,450.0,4.8,4.799999999999997,86.67370719999998,57.082023006722075,1501.0384283916842,False
52Pb208,208.0,52.0,207.9766525,82.0,1.0045097482589134,1.072014047503387,1.072014047503387,7.0464293625544805,7.0464293625544805,190.4748578542863,0.004200000000000001,0.06706782333502095,0.06706782333502095,5.631135456959492,5.631581089515575,176.4749015409069,1.4390037984000001,1.4390037984000004,25.98412372546029,16.479040999371772,450.0,4.8,4.800000000000002,86.67370719999998,54.968164006886965,1501.0384283916842,False
29Pb208,208.0,29.0,207.9766525,82.0,1.0045100218904617,1.0229439441447021,1.0229439441447021,4.016673719981375,4.016673719981375,190.4748578542863,0.004200000000000001,0.021366762234913024,0.021366762234913166,2.809305571380421,2.8096983617961913,176.4749015409069,1.4390037984,1.4390037984000017,25.984123725460293,9.190792026210975,450.0,4.8,4.800000000000005,86.67370719999998,30.657182263774537,1501.0384283916842,False
39Xe129,129.0,39.0,128.9047808611,54.0,1.0045125039023892,1.1038474936429188,1.1038474936429188,8.499205566536645,8.499205566536645,202.3775998841415,0.004200000000000001,0.09665575537105248,0.09665575537105259,6.979863964832699,6.980309556247854,187.4435861790509,1.4390037984,1.4390037984000008,25.98412372546029,18.767509612494596,450.0,4.8,4.8000000000000025,86.67370719999998,62.6016736301438,1501.0384283916842,False
37In115,115.0,37.0,114.903878776,49.0,1.0045129156237638,1.116908326455488,1.116908326455488,9.038458122193743,9.038458122193743,206.0150325867805,0.004200000000000001,0.10880216074227124,0.10880216074227136,7.481089151198639,7.481517774884907,190.81067377608193,1.4390037984,1.4390037984000001,25.98412372546029,19.621789005967813,450.0,4.8,4.800000000000001,86.67370719999998,65.451242959447,1501.0384283916842,False
29Kr84,84.0,29.0,83.9114977282,36.0,1.0045138473629398,1.1336107121311962,1.1336107121311962,9.692773511608351,9.692773511608351,207.26142851408815,0.004200000000000001,0.12432077246527681,0.12432077246527681,8.08836582479767,8.088735991309086,191.92887496870287,1.4390037984,1.4390037984000001,25.984123725460293,20.932613166827604,450.0,4.8,4.800000000000001,86.67370719999998,69.82368171125773,1501.0384283916842,False
19Kr86,86.0,19.0,85.9106106269,36.0,1.0045140667081252,1.0567657923304137,1.0567657923304137,6.250466310096767,6.250466310096767,202.43863384576755,0.004200000000000001,0.052816305828753456,0.052816305828753456,4.885164515338953,4.88569487239843,187.443865431654,1.4390037984000001,1.4390037983999984,25.984123725460293,13.715331918380805,450.0,4.8,4.799999999999994,86.67370719999998,45.749422816970274,1501.0384283916842,False
20Kr86,86.0,20.0,85.9106106269,36.0,1.0045140378807276,1.0627161399235832,1.0627161399235832,6.571182185931475,6.571182185931475,202.43863384576755,0.004200000000000001,0.05835302995653818,0.05835302995653818,5.183599650506323,5.184129300412792,187.443865431654,1.4390037984000001,1.4390037983999995,25.98412372546029,14.437099295312219,450.0,4.8,4.799999999999998,86.67370719999998,48.15697963726698,1501.0384283916842,False
21Kr86,86.0,21.0,85.9106106269,36.0,1.0045140090536981,1.068935800603787,1.068935800603787,6.892266389720933,6.892266389720933,202.43863384576755,0.004200000000000001,0.0641404035950477,0.0641404035950477,5.482381302836045,5.482906467127604,187.443865431654,1.4390037984,1.4390037984000006,25.984123725460293,15.158857453708052,450.0,4.8,4.8000000000000025,86.67370719999998,50.5645057078389,1501.0384283916842,False
22Kr86,86.0,22.0,85.9106106269,36.0,1.004513980227037,1.0754200901696434,1.0754200901696434,7.213669178326635,7.213669178326635,202.43863384576755,0.004200000000000001,0.07017407316390176,0.07017407316390176,5.781463195753121,5.781980085264294,187.443865431654,1.4390037984,1.4390037984000004,25.98412372546029,15.880606393744925,450.0,4.8,4.800000000000001,86.67370719999998,52.97200102927514,1501.0384283916842,False
29Kr86,86.0,29.0,85.9106106269,36.0,1.004513778450717,1.1278119961847994,1.1278119961847994,9.469644758355463,9.469644758355463,202.43863384576755,0.004200000000000001,0.11892705630930933,0.11892705630930933,7.880871507870089,7.881223785277633,187.443865431654,1.4390037984,1.4390037983999995,25.984123725460293,20.932590874786193,450.0,4.8,4.799999999999998,86.67370719999998,69.8236073530115,1501.0384283916842,False
17Ca40,40.0,17.0,39.962590863,20.0,1.0045132918812005,1.1966230652199978,1.1966230652199978,11.909064388106248,11.909064388106248,241.77560454816933,0.004200000000000001,0.18297439998592016,0.18297439998592016,10.15180751346814,10.152225602501728,224.0713016248033,1.4390037984,1.4390037984,25.984123725460297,22.08741477072783,450.0,4.8,4.8,86.67370719999998,73.67568523264127,1501.0384283916842,False
12Ca48,48.0,12.0,47.95252276,20.0,1.00451376252688,1.072137993253754,1.072137993253754,7.052575341012745,7.052575341012745,201.4912951298215,0.004200000000000001,0.06712350724290021,0.06712350724290005,5.631846221609801,5.632361698217142,186.57173647444532,1.4390037984,1.439003798399999,25.984123725460293,15.591901214005606,450.0,4.8,4.799999999999996,86.67370719999998,52.00898420868749,1501.0384283916842,False
17Ca48,48.0,17.0,47.95252276,20.0,1.0045135043293674,1.1401594132921062,1.1401594132921062,9.940065976315113,9.940065976315113,201.4912951298215,0.004200000000000001,0.13042405476309046,0.13042405476309046,8.319096285388293,8.31938180815872,186.57173647444532,1.4390037984,1.4390037983999997,25.984123725460297,22.087263205727215,450.0,4.8,4.799999999999999,86.67370719999998,73.67517966621834,1501.0384283916842,False
10Ar40,40.0,10.0,39.9623831237,18.0,1.0045136251585463,1.0721337502421568,1.0721337502421568,7.052365023683817,7.052365023683817,217.59961181149825,0.004200000000000001,0.06712160189984245,0.06712160189984227,5.631821918428625,5.63244046886305,201.57152027895322,1.4390037984000001,1.4390037983999995,25.98412372546029,14.437209775591132,450.0,4.8,4.799999999999998,86.67370719999998,48.157348159809715,1501.0384283916842,False
11Ar40,40.0,11.0,39.9623831237,18.0,1.004513563192221,1.0866713744104188,1.0866713744104188,7.743950043204392,7.743950043204392,217.59961181149825,0.004200000000000001,0.08065019963631784,0.08065019963631784,6.2754389326541675,6.276042009147582,201.57152027895322,1.4390037984,1.4390037984,25.98412372546029,15.880712728195366,450.0,4.8,4.799999999999999,86.67370719999998,52.97235572282264,1501.0384283916842,False
12Ar40,40.0,12.0,39.9623831237,18.0,1.004513501227597,1.1023729411874679,1.1023729411874679,8.436573575418567,8.436573575418567,217.59961181149825,0.004200000000000001,0.0952622656571808,0.0952622656571808,6.9200399959537116,6.920610008147007,201.57152027895322,1.4390037984,1.4390037983999997,25.984123725460293,17.32417604642926,450.0,4.8,4.799999999999999,86.67370719999998,57.78723107980674,1501.0384283916842,False
13Ar40,40.0,13.0,39.9623831237,18.0,1.0045134392646746,1.1191893534113804,1.1191893534113804,9.12999487649544,9.12999487649544,217.59961181149825,0.004200000000000001,0.11091215699872667,0.11091215699872667,7.565401122937958,7.565920425293633,201.57152027895322,1.4390037984000001,1.4390037984000001,25.98412372546029,18.767599731925152,450.0,4.8,4.8,86.67370719999998,62.601974236206935,1501.0384283916842,False
14Ar40,40.0,14.0,39.9623831237,18.0,1.0045133773034531,1.1370710408095703,1.1370710408095703,9.824040934592015,9.824040934592015,217.59961181149825,0.004200000000000001,0.12755378792721883,0.12755378792721883,8.211361345068761,8.211812252633992,201.57152027895322,1.4390037984000001,1.4390037984000001,25.984123725460293,20.21098378631529,450.0,4.8,4.800000000000001,86.67370719999998,67.4165851974678,1501.0384283916842,False
15Ar40,40.0,15.0,39.9623831237,18.0,1.0045133153439332,1.1559684617502386,1.1559684617502386,10.518584266807391,10.518584266807391,217.59961181149825,0.004200000000000001,0.14514109682842216,0.14514109682842216,8.857802053279999,8.858166852272436,201.57152027895322,1.4390037984000001,1.4390037983999993,25.98412372546029,21.654328211231846,450.0,4.8,4.799999999999997,86.67370719999998,72.23106396903368,1501.0384283916842,False
16Ar40,40.0,16.0,39.9623831237,18.0,1.004513253386114,1.1758325394688616,1.1758325394688616,11.213528895801028,11.213528895801028,217.59961181149825,0.004200000000000001,0.16362845215855468,0.16362845215855468,9.504633950831115,9.504894905958194,201.57152027895322,1.4390037984,1.4390037984,25.984123725460293,23.097633008306893,450.0,4.8,4.8,86.67370719999998,77.04541055634859,1501.0384283916842,False
17Ar40,40.0,17.0,39.9623831237,18.0,1.0045131914299963,1.1966150319755344,1.1966150319755344,11.908801199962328,11.908801199962328,217.59961181149825,0.004200000000000001,0.18297099671172679,0.18297099671172679,10.151788540438547,10.151927900087523,201.57152027895322,1.4390037984,1.4390037984,25.984123725460297,24.540898179172412,450.0,4.8,4.8,86.67370719999998,81.85962496485621,1501.0384283916842,False
7P31,31.0,7.0,30.97376199842,15.0,1.004513344215954,1.0592098947882786,1.0592098947882786,6.383931437842951,6.383931437842951,233.95572314134245,0.004200000000000001,0.05509917839453162,0.05509917839453162,5.0101456828861295,5.010855665676222,216.81321885892626,1.4390037984000001,1.439003798400001,25.984123725460293,12.12764275797071,450.0,4.8,4.800000000000003,86.67370719999998,40.45346183448921,1501.0384283916842,False
8P31,31.0,8.0,30.97376199842,15.0,1.0045132642696768,1.0766819972599164,1.0766819972599164,7.274785954737665,7.274785954737665,233.95572314134245,0.004200000000000001,0.07135952367236635,0.07135952367236649,5.839255012599848,5.839979040446315,216.81321885892626,1.4390037984,1.4390037984000008,25.984123725460293,13.859917642563678,450.0,4.8,4.8000000000000025,86.67370719999998,46.231708879626574,1501.0384283916842,False
9P31,31.0,9.0,30.97376199842,15.0,1.004513184326232,1.0961460685711917,1.0961460685711917,8.167747523644719,8.167747523644719,233.95572314134245,0.004200000000000001,0.08947418470190159,0.08947418470190159,6.6703545486346325,6.671063460529815,216.81321885892626,1.4390037984,1.4390037984000006,25.98412372546029,15.59213115959052,450.0,4.8,4.800000000000002,86.67370719999998,52.009751224597245,1501.0384283916842,False
6Mg24,24.0,6.0,23.985041697,12.0,1.004512316429466,1.0720933320567783,1.0720933320567783,7.05036130484883,7.05036130484883,241.70013308024346,0.004200000000000001,0.06710344883200137,0.06710344883200137,5.631590310117621,5.632363242186095,224.0710122326054,1.4390037984,1.4390037983999995,25.984123725460293,12.993845014681252,449.99999999999994,4.8,4.799999999999998,86.67370719999998,43.3428015546717,1501.0384283916842,False
7Mg24,24.0,7.0,23.985041697,12.0,1.004512213213083,1.0969590118273067,1.0969590118273067,8.203256375664843,8.203256375664843,241.70013308024346,0.004200000000000001,0.09025013456676723,0.09025013456676723,6.704842025211205,6.705608870303816,224.0710122326054,1.4390037984000001,1.4390037984000001,25.984123725460293,15.159139086815507,449.99999999999994,4.8,4.800000000000001,86.67370719999998,50.565445134765554,1501.0384283916842,False
8Mg24,24.0,8.0,23.985041697,12.0,1.004512110001422,1.1249655362604196,1.1249655362604196,9.358598006223527,9.358598006223527,241.70013308024346,0.004200000000000001,0.1163214664820571,0.11632146648205693,7.780420161537534,7.781132034004976,224.0710122326054,1.4390037984,1.4390037983999993,25.984123725460293,17.324334101752218,449.99999999999994,4.8,4.799999999999997,86.67370719999998,57.78775829561468,1501.0384283916842,False
9Mg24,24.0,9.0,23.985041697,12.0,1.0045120067944826,1.1558841320518256,1.1558841320518256,10.51556217214394,10.51556217214394,241.70013308024346,0.004200000000000001,0.145104691645916,0.145104691645916,8.857557832553734,8.858165637838562,224.0710122326054,1.4390037984,1.4390037983999997,25.98412372546029,19.489430066288687,449.99999999999994,4.8,4.799999999999999,86.67370719999998,65.00974105989246,1501.0384283916842,False
10Mg24,24.0,10.0,23.985041697,12.0,1.0045119035922643,1.1894872602541124,1.1894872602541124,11.673650565008588,11.673650565008588,241.70013308024346,0.004200000000000001,0.17638818666953499,0.17638818666953499,9.935791281067209,9.936245799753156,224.0710122326054,1.4390037984000001,1.4390037984000001,25.98412372546029,21.654426987221576,449.99999999999994,4.8,4.8,86.67370719999998,72.23139345027012,1501.0384283916842,False
11Mg24,24.0,11.0,23.985041697,12.0,1.004511800394767,1.2255536571174528,1.2255536571174528,12.83254435927513,12.83254435927513,241.70013308024346,0.004200000000000001,0.20996615031818106,0.20996615031818106,11.014823786662816,11.015075720735458,224.0710122326054,1.4390037984,1.4390037984,25.98412372546029,23.81932487134697,449.99999999999994,4.8,4.8,86.67370719999998,79.45271548941692,1501.0384283916842,False
12Mg24,24.0,12.0,23.985041697,12.0,1.0045116972019905,1.2638720114608684,1.2638720114608684,13.992030175826326,13.992030175826326,241.70013308024346,0.004200000000000001,0.24564202749393274,0.24564202749393274,12.09445676327673,12.094456763276728,224.0710122326054,1.4390037984,1.4390037984,25.984123725460293,25.984123725460286,449.99999999999994,4.8,4.8,86.67370719999998,86.67370719999997,1501.0384283916842,False
3Ne20,20.0,3.0,19.9924401762,10.0,1.0045114567337323,1.0265270530323116,1.0265270530323116,4.304422511821871,4.304422511821871,241.64082954044798,0.004200000000000001,0.024695709016262248,0.024695709016262248,3.076295611100843,3.076886605852707,224.0707847090839,1.4390037984,1.4390037984000026,25.984123725460293,7.796734679904027,450.0,4.8,4.800000000000009,86.67370719999998,26.007107490022403,1501.0384283916842,False
4Ne20,20.0,4.0,19.9924401762,10.0,1.00451133292183,1.0466920081878146,1.0466920081878146,5.670914658377161,5.670914658377161,241.64082954044798,0.004200000000000001,0.04346973229128742,0.04346973229128742,4.348568794436535,4.349284844182327,224.0707847090839,1.4390037984,1.4390037984000006,25.984123725460293,10.395360942946418,450.0,4.8,4.800000000000002,86.67370719999998,34.675191671921304,1501.0384283916842,False
5Ne20,20.0,5.0,19.9924401762,10.0,1.0045112091167232,1.072059142285026,1.072059142285026,7.048665971962276,7.048665971962276,241.64082954044798,0.004200000000000001,0.06708808875101262,0.06708808875101262,5.631394250394219,5.6321669658843625,224.0707847090839,1.4390037984000001,1.4390037984,25.98412372546029,12.9938445770996,450.0,4.8,4.799999999999999,86.67370719999998,43.34280009505642,1501.0384283916842,False
6Ne20,20.0,6.0,19.9924401762,10.0,1.0045110853184116,1.102268460079447,1.102268460079447,8.43212125391486,8.43212125391486,241.64082954044798,0.004200000000000001,0.09521600723901101,0.09521600723901101,6.919600730902016,6.920360292133422,224.0707847090839,1.4390037984,1.4390037984000008,25.984123725460293,15.592185594105805,450.0,4.8,4.800000000000003,86.67370719999998,52.009932798595635,1501.0384283916842,False
7Ne20,20.0,7.0,19.9924401762,10.0,1.0045109615268943,1.1369331795385864,1.1369331795385864,9.818837133426882,9.818837133426882,241.64082954044798,0.004200000000000001,0.12749373955711996,0.12749373955711996,8.210913735256955,8.211589697734265,224.0707847090839,1.4390037984000001,1.4390037984,25.984123725460293,18.19038400570597,450.0,4.8,4.8,86.67370719999998,60.67658982170247,1501.0384283916842,False
